Marca;Modelo;Tipo;Combustível;Impacto;Custo;Ano;Km;Cor;Cor_Tipo;Nº Portas;Dimensão;Capacidade_Carga;Ar Condicionado;Tipo de Caixa;Tração;Cavalos;Preço;Tecnologia;Segurança
Ford;Escape;CUV;Gasolina;Baixo;Elevado;2008;153222;Prata;Metalico;3;Grande;Grande;Sim;Automática;Dianteira;379;67436.18;"PainelDigital;CruiseControl;AssistenteEstacionamento;EcoMode;SOS;AssitenciaArranque";"AssistenteTravagem;AssitenciaTrajetoria;Airbags;ControleTração"
Honda;Fit;Hatch Back;Gasolina;Baixo;Elevado;2001;228529;Cinza;Cromado;3;Pequeno;Grande;Não;Automática;Traseira;244;67843.46;"AssistenteEstacionamento;GPS;EcoMode;AssitenciaArranque;Autopilot;SOS;PainelDigital;CruiseControl";"ControleTração;ABS;AssistenteTravagem;Airbags;AssitenciaTrajetoria"
Volkswagen;Jetta;Hatch Back;Diesel;Alto;Normal;1996;214746;Preto;Metalico;5;Pequeno;Grande;Sim;Manual;Dianteira;328;89549.01;"CruiseControl;SOS;Autopilot";"AssitenciaTrajetoria;Airbags;AssistenteTravagem;ABS;ControleTração"
Chevrolet;Suburban;SUPERCAR;Gasolina;Baixo;Elevado;2013;173892;Cinza;Metalico;3;Pequeno;Pequeno;Sim;Automática;Traseira;352;105002.51;"EcoMode;CruiseControl;SOS;Autopilot;AssitenciaArranque;GPS;PainelDigital;AssistenteEstacionamento";"ControleTração;AssistenteTravagem;Airbags"
Toyota;Camry;Hatch Back;Diesel;Alto;Normal;2003;232716;Branco;Fosco;3;Pequeno;Grande;Não;Manual;Traseira;561;23778.56;"AssistenteEstacionamento;Autopilot;PainelDigital;GPS;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssistenteTravagem;AssitenciaTrajetoria;Airbags"
Ford;Mustang;Sedan;Gasolina;Baixo;Elevado;1999;187500;Cinza;Metalico;3;Pequeno;Grande;Sim;Manual;Traseira;211;53643.0;"AssistenteEstacionamento;SOS;CruiseControl;PainelDigital;AssitenciaArranque;Autopilot;EcoMode";"ControleTração;ABS;AssitenciaTrajetoria;Airbags"
Volkswagen;Jetta;Hatch Back;Gasolina;Baixo;Elevado;2008;109123;Azul;Cromado;5;Pequeno;Grande;Sim;Manual;4x4;394;108990.77;"EcoMode;AssistenteEstacionamento;Autopilot;AssitenciaArranque;PainelDigital;GPS";"ABS;AssitenciaTrajetoria;ControleTração;AssistenteTravagem;Airbags"
Chevrolet;Tahoe;COUPE;Elétrico;Sustentável;Baixo;2017;55971;Preto;Metalico;3;Pequeno;Pequeno;Sim;Automática;Traseira;70;92787.86;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Escape;Hatch Back;Elétrico;Sustentável;Baixo;2017;46179;Cinza;Fosco;5;Pequeno;Grande;Sim;Automática;Dianteira;354;57950.52;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;E-Class;COUPE;Elétrico;Sustentável;Baixo;2017;34480;Preto;Metalico;3;Pequeno;Pequeno;Sim;Automática;Dianteira;429;108869.52;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;GLE;COUPE;Diesel;Alto;Normal;1998;179633;Verde;Fluorescente;3;Pequeno;Pequeno;Sim;Automática;Traseira;359;62378.76;"PainelDigital;AssistenteEstacionamento;CruiseControl;EcoMode;SOS;GPS;AssitenciaArranque";"Airbags;AssitenciaTrajetoria;ControleTração;AssistenteTravagem;ABS"
Chevrolet;Spark;Hatch Back;Gasolina;Baixo;Elevado;2017;60674;Verde;Fosco;5;Pequeno;Grande;Sim;Manual;4x4;538;80712.23;"EcoMode;CruiseControl;Autopilot;PainelDigital;AssistenteEstacionamento;AssitenciaArranque";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Tesla;Model S;SUPERCAR;Elétrico;Sustentável;Baixo;2016;48157;Verde;Metalico;5;Pequeno;Pequeno;Sim;Manual;Traseira;414;15758.6;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Spark;CUV;Elétrico;Sustentável;Baixo;2018;58648;Azul;Cromado;3;Grande;Grande;Sim;Manual;Traseira;222;80053.35;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;Q7;COUPE;Elétrico;Sustentável;Baixo;2023;31246;Preto;Prolado;5;Pequeno;Pequeno;Sim;Automática;4x4;191;23634.69;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;X5;Sedan;Elétrico;Sustentável;Baixo;2019;37196;Prata;Fluorescente;3;Pequeno;Grande;Sim;Manual;4x4;588;23189.64;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;A3;Hatch Back;Gasolina;Baixo;Elevado;2019;90326;Cinza;Fosco;3;Pequeno;Grande;Sim;Manual;4x4;349;68604.41;"GPS;CruiseControl;AssistenteEstacionamento;SOS;EcoMode";"ABS;ControleTração;AssistenteTravagem"
Honda;HR-V;SUV;Elétrico;Sustentável;Baixo;2019;35476;Azul;Fosco;3;Grande;Grande;Sim;Manual;4x4;328;111938.96;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Taycan;Hatch Back;Diesel;Alto;Normal;1999;228717;Azul;Prolado;5;Pequeno;Grande;Não;Automática;Dianteira;380;73333.03;"AssitenciaArranque;GPS;PainelDigital";"Airbags;AssitenciaTrajetoria;AssistenteTravagem;ABS"
Chevrolet;Malibu;CUV;Diesel;Alto;Normal;2021;34916;Branco;Cromado;5;Grande;Grande;Sim;Manual;Dianteira;347;114039.23;"GPS;CruiseControl;PainelDigital;AssitenciaArranque;EcoMode;SOS;AssistenteEstacionamento";"ControleTração;AssitenciaTrajetoria;Airbags"
Honda;Civic;COUPE;Gasolina;Baixo;Elevado;2009;136106;Azul;Prolado;5;Pequeno;Pequeno;Sim;Manual;Traseira;487;119912.57;"PainelDigital;Autopilot;CruiseControl;AssitenciaArranque;EcoMode;GPS;AssistenteEstacionamento";"Airbags;AssistenteTravagem;AssitenciaTrajetoria;ABS"
Volkswagen;Polo;SUV;Diesel;Alto;Normal;2019;130454;Branco;Cromado;3;Grande;Grande;Sim;Automática;4x4;421;41640.36;"AssistenteEstacionamento;Autopilot;PainelDigital;SOS;AssitenciaArranque;GPS;EcoMode";"Airbags;ABS;ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Honda;Accord;SUPERCAR;Gasolina;Baixo;Elevado;2014;176131;Branco;Fosco;5;Pequeno;Pequeno;Sim;Automática;Dianteira;287;76763.29;"Autopilot;EcoMode;AssitenciaArranque;AssistenteEstacionamento";"Airbags;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Honda;Fit;Hatch Back;Gasolina;Baixo;Elevado;2002;151944;Branco;Prolado;3;Pequeno;Grande;Não;Manual;Dianteira;444;37363.41;"CruiseControl;PainelDigital;GPS;EcoMode";"ABS;Airbags;ControleTração"
Tesla;Model Y;Hatch Back;Diesel;Alto;Normal;2001;217257;Branco;Metalico;3;Pequeno;Grande;Sim;Automática;Traseira;387;88186.48;"AssistenteEstacionamento;AssitenciaArranque;CruiseControl";"AssitenciaTrajetoria;AssistenteTravagem;ABS"
Porsche;911;CUV;Gasolina;Baixo;Elevado;2020;133612;Vermelho;Cromado;5;Grande;Grande;Sim;Manual;Traseira;211;78582.12;"AssistenteEstacionamento;Autopilot;CruiseControl;EcoMode;PainelDigital";"AssistenteTravagem;ABS;Airbags;AssitenciaTrajetoria;ControleTração"
Chevrolet;Suburban;Hatch Back;Gasolina;Baixo;Elevado;2004;227544;Preto;Fluorescente;3;Pequeno;Grande;Não;Automática;4x4;356;87718.17;"AssistenteEstacionamento;CruiseControl;EcoMode;GPS";"AssistenteTravagem;ABS;ControleTração;AssitenciaTrajetoria"
Porsche;Panamera;Sedan;Diesel;Alto;Normal;2013;149360;Cinza;Prolado;5;Pequeno;Grande;Sim;Manual;Traseira;475;62828.99;"AssistenteEstacionamento;EcoMode;CruiseControl;Autopilot;PainelDigital;AssitenciaArranque;SOS;GPS";"AssitenciaTrajetoria;ControleTração;AssistenteTravagem;ABS;Airbags"
BMW;5 Series;Hatch Back;Gasolina;Baixo;Elevado;2018;83726;Preto;Metalico;3;Pequeno;Grande;Sim;Manual;Dianteira;321;112324.35;"GPS;Autopilot;AssitenciaArranque;PainelDigital;AssistenteEstacionamento;EcoMode;CruiseControl;SOS";"AssistenteTravagem;Airbags;AssitenciaTrajetoria"
Mercedes;GLE;COUPE;Gasolina;Baixo;Elevado;2013;81899;Preto;Metalico;5;Pequeno;Pequeno;Sim;Automática;Traseira;75;45676.71;"AssitenciaArranque;SOS;PainelDigital;EcoMode;Autopilot;GPS;CruiseControl;AssistenteEstacionamento";"Airbags;ABS;AssitenciaTrajetoria;ControleTração;AssistenteTravagem"
Porsche;Panamera;Hatch Back;Diesel;Alto;Normal;2014;77152;Vermelho;Fluorescente;3;Pequeno;Grande;Sim;Manual;4x4;584;29588.1;"GPS;PainelDigital;AssistenteEstacionamento;CruiseControl";"ABS;Airbags;ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
Volkswagen;Passat;COUPE;Gasolina;Baixo;Elevado;2009;60739;Verde;Metalico;5;Pequeno;Pequeno;Sim;Automática;Dianteira;481;108040.57;"CruiseControl;EcoMode;PainelDigital";"AssistenteTravagem;ControleTração;Airbags"
Mercedes;GLE;SUV;Diesel;Alto;Normal;2022;43679;Azul;Metalico;5;Grande;Grande;Sim;Manual;Traseira;380;39279.42;"EcoMode;Autopilot;SOS;AssistenteEstacionamento;AssitenciaArranque;GPS";"AssistenteTravagem;ControleTração;ABS;Airbags"
Mercedes;E-Class;Hatch Back;Gasolina;Baixo;Elevado;1999;150597;Vermelho;Fluorescente;3;Pequeno;Grande;Não;Manual;Traseira;505;84456.27;"AssistenteEstacionamento;EcoMode;PainelDigital;Autopilot;SOS";"ABS;AssistenteTravagem;AssitenciaTrajetoria;ControleTração;Airbags"
Audi;Q7;SUV;Diesel;Alto;Normal;2018;110175;Branco;Fluorescente;3;Grande;Grande;Sim;Automática;Traseira;568;25746.23;"PainelDigital;CruiseControl;SOS;AssitenciaArranque";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
Mercedes;E-Class;COUPE;Elétrico;Sustentável;Baixo;2018;54788;Verde;Prolado;5;Pequeno;Pequeno;Sim;Automática;Dianteira;191;18916.95;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;i8;Sedan;Elétrico;Sustentável;Baixo;2021;38511;Preto;Fluorescente;3;Pequeno;Grande;Sim;Automática;Traseira;101;19220.65;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model Y;SUPERCAR;Diesel;Alto;Normal;1999;239594;Cinza;Metalico;3;Pequeno;Pequeno;Não;Manual;Dianteira;550;90480.45;"EcoMode;GPS;PainelDigital;CruiseControl;AssistenteEstacionamento;AssitenciaArranque";"ControleTração;AssitenciaTrajetoria;Airbags;ABS"
BMW;X5;SUV;Elétrico;Sustentável;Baixo;2017;36933;Cinza;Metalico;3;Grande;Grande;Sim;Manual;Dianteira;224;42726.34;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;X5;SUV;Elétrico;Sustentável;Baixo;2023;38790;Cinza;Fluorescente;5;Grande;Grande;Sim;Automática;4x4;65;16173.28;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;HR-V;SUV;Diesel;Alto;Normal;2005;240678;Cinza;Fosco;3;Grande;Grande;Sim;Manual;Traseira;308;114536.63;"AssistenteEstacionamento;GPS;PainelDigital;AssitenciaArranque;Autopilot";"ABS;ControleTração;Airbags"
Audi;Q5;SUV;Gasolina;Baixo;Elevado;2014;73581;Vermelho;Cromado;3;Grande;Grande;Sim;Manual;Traseira;508;59122.03;"SOS;EcoMode;GPS;CruiseControl;AssistenteEstacionamento;PainelDigital;Autopilot;AssitenciaArranque";"AssistenteTravagem;Airbags;ControleTração;AssitenciaTrajetoria;ABS"
Ford;Focus;COUPE;Elétrico;Sustentável;Baixo;2018;51705;Branco;Cromado;3;Pequeno;Pequeno;Sim;Manual;Dianteira;245;101372.88;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;COUPE;Gasolina;Baixo;Elevado;2006;166004;Vermelho;Prolado;5;Pequeno;Pequeno;Não;Manual;Dianteira;89;29632.23;"AssitenciaArranque;Autopilot;AssistenteEstacionamento;CruiseControl;PainelDigital";"AssitenciaTrajetoria;AssistenteTravagem;Airbags;ControleTração"
Mercedes;A-Class;Hatch Back;Diesel;Alto;Normal;2010;140549;Prata;Cromado;5;Pequeno;Grande;Sim;Manual;Traseira;286;99240.03;"GPS;PainelDigital;AssitenciaArranque";"ControleTração;AssitenciaTrajetoria;Airbags;AssistenteTravagem;ABS"
Chevrolet;Malibu;Sedan;Gasolina;Baixo;Elevado;2007;248124;Azul;Fosco;5;Pequeno;Grande;Sim;Manual;4x4;337;33972.9;"AssitenciaArranque;CruiseControl;GPS;Autopilot";"AssitenciaTrajetoria;AssistenteTravagem;Airbags;ABS;ControleTração"
Porsche;911;SUPERCAR;Elétrico;Sustentável;Baixo;2020;31018;Preto;Fluorescente;3;Pequeno;Pequeno;Sim;Manual;Dianteira;359;19502.26;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Cruze;SUV;Gasolina;Baixo;Elevado;2003;156440;Azul;Fluorescente;3;Grande;Grande;Sim;Manual;4x4;240;87088.39;"SOS;PainelDigital;AssistenteEstacionamento;GPS;CruiseControl;AssitenciaArranque;EcoMode";"ABS;AssitenciaTrajetoria;Airbags;AssistenteTravagem;ControleTração"
Mercedes;E-Class;Sedan;Elétrico;Sustentável;Baixo;2017;49797;Cinza;Cromado;3;Pequeno;Grande;Sim;Manual;Traseira;433;75919.66;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Mustang;Hatch Back;Elétrico;Sustentável;Baixo;2017;53751;Prata;Fluorescente;5;Pequeno;Grande;Sim;Automática;Dianteira;509;21152.89;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Malibu;Sedan;Gasolina;Baixo;Elevado;2009;73740;Prata;Cromado;3;Pequeno;Grande;Sim;Manual;Traseira;389;82305.96;"PainelDigital;GPS;EcoMode;CruiseControl;AssitenciaArranque;AssistenteEstacionamento";"AssitenciaTrajetoria;ABS;AssistenteTravagem;Airbags;ControleTração"
Tesla;Model X;Sedan;Gasolina;Baixo;Elevado;2014;156515;Azul;Metalico;5;Pequeno;Grande;Sim;Automática;Dianteira;236;86984.75;"CruiseControl;SOS;EcoMode";"ControleTração;Airbags;ABS;AssistenteTravagem"
Tesla;Model Y;CUV;Gasolina;Baixo;Elevado;2022;55206;Vermelho;Cromado;3;Grande;Grande;Sim;Manual;Traseira;358;33663.93;"PainelDigital;CruiseControl;EcoMode;Autopilot;AssistenteEstacionamento;SOS";"Airbags;ControleTração;AssitenciaTrajetoria;ABS;AssistenteTravagem"
Audi;A3;SUPERCAR;Gasolina;Baixo;Elevado;2018;104393;Vermelho;Metalico;3;Pequeno;Pequeno;Sim;Manual;4x4;572;105979.84;"PainelDigital;CruiseControl;GPS;SOS;Autopilot";"AssitenciaTrajetoria;AssistenteTravagem;Airbags;ControleTração;ABS"
Mercedes;GLC;Sedan;Elétrico;Sustentável;Baixo;2022;49051;Vermelho;Fluorescente;5;Pequeno;Grande;Sim;Manual;Dianteira;541;97757.8;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;COUPE;Gasolina;Baixo;Elevado;2009;91059;Branco;Metalico;3;Pequeno;Pequeno;Sim;Manual;Traseira;214;24334.58;"CruiseControl;Autopilot;AssistenteEstacionamento;SOS;GPS;AssitenciaArranque;EcoMode;PainelDigital";"ControleTração;AssistenteTravagem;ABS"
Tesla;Model S;SUPERCAR;Diesel;Alto;Normal;2006;160226;Preto;Prolado;5;Pequeno;Pequeno;Não;Automática;Traseira;583;89908.02;"PainelDigital;CruiseControl;GPS;AssistenteEstacionamento;AssitenciaArranque;Autopilot;EcoMode;SOS";"ABS;ControleTração;AssistenteTravagem;Airbags"
Ford;Mustang;CUV;Diesel;Alto;Normal;2020;121411;Vermelho;Metalico;3;Grande;Grande;Sim;Automática;Dianteira;465;59523.23;"AssistenteEstacionamento;Autopilot;EcoMode";"AssistenteTravagem;AssitenciaTrajetoria;ABS"
Mercedes;GLE;SUV;Gasolina;Baixo;Elevado;2005;164300;Prata;Prolado;3;Grande;Grande;Não;Manual;Traseira;416;79593.96;"CruiseControl;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;Autopilot;AssitenciaArranque;GPS";"AssistenteTravagem;ControleTração;ABS"
Mercedes;GLE;Sedan;Elétrico;Sustentável;Baixo;2017;53903;Vermelho;Cromado;5;Pequeno;Grande;Sim;Manual;Traseira;111;68258.65;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Polo;CUV;Diesel;Alto;Normal;2018;70908;Azul;Prolado;5;Grande;Grande;Sim;Manual;Traseira;422;69690.68;"EcoMode;AssistenteEstacionamento;Autopilot;CruiseControl";"ABS;AssistenteTravagem;ControleTração"
Porsche;Macan;SUV;Elétrico;Sustentável;Baixo;2019;59486;Cinza;Fosco;3;Grande;Grande;Sim;Automática;Dianteira;570;50466.52;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Suburban;COUPE;Diesel;Alto;Normal;2001;181422;Azul;Fluorescente;3;Pequeno;Pequeno;Sim;Automática;Traseira;197;109298.67;"EcoMode;Autopilot;GPS";"AssistenteTravagem;ABS;Airbags;ControleTração"
Porsche;Taycan;Sedan;Gasolina;Baixo;Elevado;2017;158898;Azul;Cromado;5;Pequeno;Grande;Sim;Automática;4x4;364;57198.75;"EcoMode;AssitenciaArranque;Autopilot;PainelDigital;SOS";"Airbags;AssistenteTravagem;ControleTração;AssitenciaTrajetoria;ABS"
Tesla;Model 3;Sedan;Diesel;Alto;Normal;2002;162250;Branco;Cromado;3;Pequeno;Grande;Não;Manual;Dianteira;387;77211.66;"SOS;Autopilot;EcoMode;CruiseControl;PainelDigital";"AssitenciaTrajetoria;ABS;AssistenteTravagem;ControleTração;Airbags"
Tesla;Model 3;Hatch Back;Diesel;Alto;Normal;1997;201438;Verde;Cromado;3;Pequeno;Grande;Sim;Manual;4x4;593;13876.53;"AssistenteEstacionamento;Autopilot;SOS;EcoMode;CruiseControl;PainelDigital;GPS";"ControleTração;AssitenciaTrajetoria;ABS;AssistenteTravagem"
Ford;Escape;Hatch Back;Gasolina;Baixo;Elevado;2005;249270;Vermelho;Fosco;3;Pequeno;Grande;Não;Manual;Dianteira;316;99928.4;"EcoMode;AssitenciaArranque;SOS;CruiseControl";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem;Airbags;ABS"
Ford;Explorer;CUV;Elétrico;Sustentável;Baixo;2022;45920;Verde;Fluorescente;5;Grande;Grande;Sim;Manual;Traseira;424;51640.75;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;TT;Sedan;Diesel;Alto;Normal;2001;178990;Cinza;Fosco;5;Pequeno;Grande;Sim;Manual;Dianteira;128;40351.01;"AssistenteEstacionamento;Autopilot;GPS;PainelDigital;AssitenciaArranque;CruiseControl;EcoMode;SOS";"ABS;Airbags;AssitenciaTrajetoria;AssistenteTravagem"
Chevrolet;Suburban;Hatch Back;Elétrico;Sustentável;Baixo;2016;56276;Vermelho;Fosco;5;Pequeno;Grande;Sim;Manual;4x4;220;101388.49;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;C-Class;Sedan;Diesel;Alto;Normal;2023;48481;Verde;Fosco;5;Pequeno;Grande;Sim;Automática;Dianteira;246;105507.43;"GPS;PainelDigital;CruiseControl;SOS;Autopilot;AssistenteEstacionamento;AssitenciaArranque;EcoMode";"ControleTração;ABS;AssitenciaTrajetoria"
Audi;A4;Sedan;Diesel;Alto;Normal;2013;70189;Preto;Cromado;5;Pequeno;Grande;Sim;Automática;Traseira;172;37225.35;"PainelDigital;SOS;EcoMode;GPS;CruiseControl;AssistenteEstacionamento;AssitenciaArranque;Autopilot";"AssistenteTravagem;AssitenciaTrajetoria;ABS;Airbags;ControleTração"
Audi;A3;Hatch Back;Diesel;Alto;Normal;2010;177443;Prata;Fosco;5;Pequeno;Grande;Sim;Manual;4x4;201;97847.38;"GPS;Autopilot;SOS;CruiseControl;EcoMode";"AssitenciaTrajetoria;Airbags;ABS"
Honda;Civic;CUV;Elétrico;Sustentável;Baixo;2023;34614;Azul;Fosco;5;Grande;Grande;Sim;Automática;Traseira;386;37657.93;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;911;Hatch Back;Diesel;Alto;Normal;2009;61165;Cinza;Fluorescente;3;Pequeno;Grande;Sim;Automática;Traseira;140;34636.76;"PainelDigital;GPS;EcoMode;AssistenteEstacionamento;Autopilot;CruiseControl";"AssistenteTravagem;ABS;ControleTração"
Porsche;Macan;CUV;Gasolina;Baixo;Elevado;2011;63524;Azul;Prolado;3;Grande;Grande;Sim;Manual;Traseira;371;52358.49;"PainelDigital;CruiseControl;SOS;AssitenciaArranque;Autopilot;EcoMode;GPS;AssistenteEstacionamento";"ControleTração;Airbags;AssitenciaTrajetoria"
Honda;Civic;Hatch Back;Elétrico;Sustentável;Baixo;2023;52026;Vermelho;Prolado;5;Pequeno;Grande;Sim;Manual;4x4;190;99495.23;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model X;SUV;Gasolina;Baixo;Elevado;2017;171638;Azul;Fluorescente;3;Grande;Grande;Sim;Manual;Traseira;457;28226.17;"Autopilot;SOS;AssitenciaArranque;EcoMode;PainelDigital;GPS;AssistenteEstacionamento;CruiseControl";"AssistenteTravagem;Airbags;ABS;ControleTração;AssitenciaTrajetoria"
Volkswagen;Passat;SUPERCAR;Elétrico;Sustentável;Baixo;2017;40842;Vermelho;Cromado;3;Pequeno;Pequeno;Sim;Automática;Traseira;218;49777.55;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Taycan;Sedan;Elétrico;Sustentável;Baixo;2017;39792;Cinza;Fosco;5;Pequeno;Grande;Sim;Manual;Traseira;231;29944.0;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;Q5;Sedan;Diesel;Alto;Normal;2000;210421;Prata;Prolado;5;Pequeno;Grande;Não;Manual;4x4;86;65518.95;"AssistenteEstacionamento;EcoMode;SOS;PainelDigital;GPS;Autopilot;AssitenciaArranque";"Airbags;ControleTração;AssitenciaTrajetoria;ABS;AssistenteTravagem"
Volkswagen;Polo;SUPERCAR;Elétrico;Sustentável;Baixo;2017;43828;Preto;Fosco;5;Pequeno;Pequeno;Sim;Automática;Dianteira;528;89087.73;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Tahoe;COUPE;Diesel;Alto;Normal;2011;66909;Vermelho;Prolado;3;Pequeno;Pequeno;Sim;Manual;4x4;561;53075.5;"AssistenteEstacionamento;AssitenciaArranque;SOS";"Airbags;ControleTração;AssistenteTravagem;ABS;AssitenciaTrajetoria"
Tesla;Model X;Hatch Back;Diesel;Alto;Normal;2019;162934;Branco;Prolado;3;Pequeno;Grande;Sim;Automática;4x4;434;119940.06;"Autopilot;AssistenteEstacionamento;CruiseControl;AssitenciaArranque";"ControleTração;AssitenciaTrajetoria;ABS"
Honda;Accord;SUV;Diesel;Alto;Normal;2000;200254;Cinza;Metalico;3;Grande;Grande;Sim;Automática;4x4;295;81902.04;"GPS;AssitenciaArranque;EcoMode";"AssitenciaTrajetoria;AssistenteTravagem;Airbags;ControleTração;ABS"
Mercedes;E-Class;CUV;Gasolina;Baixo;Elevado;2019;114751;Vermelho;Fluorescente;3;Grande;Grande;Sim;Automática;Traseira;569;24584.52;"PainelDigital;SOS;AssitenciaArranque";"ControleTração;ABS;AssistenteTravagem"
Volkswagen;Jetta;Hatch Back;Gasolina;Baixo;Elevado;2023;48074;Cinza;Fluorescente;3;Pequeno;Grande;Sim;Manual;Traseira;93;18944.98;"GPS;AssitenciaArranque;Autopilot";"AssistenteTravagem;ControleTração;AssitenciaTrajetoria;Airbags"
